yas,gelir,kredi_skoru,borc_miktari,kredi_onayi
49,10122,788,38327,Hayır
20,13268,830,35710,Hayır
44,16418,336,40293,Hayır
46,12391,524,44534,Hayır
49,6062,541,35794,Hayır
67,16046,689,48887,Hayır
68,9348,619,33821,Hayır
36,9942,842,33020,Hayır
38,9945,332,14752,Hayır
22,3493,828,48254,Hayır
35,14699,472,2533,Hayır
45,19961,527,20931,Hayır
59,19981,387,31738,Hayır
39,4428,532,44030,Hayır
38,13187,336,39924,Hayır
23,17125,647,5013,Evet
18,18696,582,43798,Hayır
22,12634,447,28132,Hayır
58,8686,762,33724,Hayır
29,2003,407,2811,Hayır
43,9061,369,1355,Hayır
63,11077,409,38210,Hayır
51,14380,761,3026,Evet
66,18575,466,46788,Hayır
31,4380,676,23132,Hayır
43,19619,661,16062,Hayır
62,9762,329,4432,Hayır
44,14914,349,31154,Hayır
26,13225,583,18709,Hayır
43,14860,500,11704,Hayır
64,4403,551,4743,Hayır
39,8021,346,1629,Hayır
64,8734,472,938,Hayır
47,14483,428,18615,Hayır
60,4369,493,31124,Hayır
65,4467,795,49798,Hayır
34,12126,775,16232,Hayır
43,15607,655,46701,Hayır
53,3259,834,18323,Hayır
18,14968,716,48191,Hayır
25,4054,529,9740,Hayır
66,18917,347,1251,Hayır
52,4119,699,42381,Hayır
69,19907,794,34575,Hayır
32,12857,722,17966,Hayır
64,12378,434,40078,Hayır
39,4589,617,19906,Hayır
31,6419,636,2820,Hayır
43,9092,403,31620,Hayır
45,8744,815,13100,Hayır
40,3940,581,18008,Hayır
31,18456,696,28003,Hayır
41,15700,726,31738,Hayır
19,7357,384,21978,Hayır
62,3345,588,46553,Hayır
43,11978,622,8690,Hayır
31,15616,818,21901,Hayır
68,11223,375,10560,Hayır
24,11422,742,49625,Hayır
20,10602,664,35499,Hayır
64,12497,365,40172,Hayır
40,16461,403,47377,Hayır
63,5092,343,42198,Hayır
60,4591,717,21831,Hayır
64,4502,439,27321,Hayır
62,10853,433,33107,Hayır
35,9061,787,46288,Hayır
55,18161,523,37675,Hayır
52,3673,379,14848,Hayır
68,15354,708,24014,Hayır
32,8002,777,13126,Hayır
42,12152,642,36097,Hayır
54,9308,739,39175,Hayır
45,13637,407,49883,Hayır
27,2499,412,24713,Hayır
56,15590,474,14600,Hayır
34,2325,825,21766,Hayır
56,15729,429,18352,Hayır
39,2887,401,3234,Hayır
43,11187,537,38343,Hayır
61,5673,577,4553,Hayır
42,13232,541,48822,Hayır
34,9935,676,16641,Hayır
30,2928,552,10985,Hayır
37,6403,573,36179,Hayır
42,16992,530,43478,Hayır
21,12114,595,47317,Hayır
27,9990,314,25428,Hayır
20,13447,478,30065,Hayır
58,19008,522,3070,Evet
62,6344,725,5100,Hayır
35,15754,514,40819,Hayır
64,7116,681,21782,Hayır
53,8237,346,3565,Hayır
64,11469,649,39501,Hayır
39,10878,803,40612,Hayır
51,6610,408,38898,Hayır
64,18916,480,23870,Hayır
25,6497,313,4894,Hayır
57,5852,529,48968,Hayır
66,4768,831,17833,Hayır
61,4140,744,21625,Hayır
36,9724,450,34165,Hayır
59,18957,834,47971,Hayır
58,19949,688,36337,Hayır
54,15258,500,21046,Hayır
23,11997,833,21294,Hayır
69,18820,510,41055,Hayır
43,12695,765,39223,Hayır
51,12654,744,24842,Hayır
62,5589,530,2651,Hayır
23,3398,805,36888,Hayır
54,11746,553,44268,Hayır
50,9691,507,409,Evet
39,17732,822,9735,Hayır
38,12943,366,39363,Hayır
23,15926,649,1986,Evet
23,15049,350,27562,Hayır
65,14113,615,5034,Hayır
21,5266,743,33805,Hayır
47,8408,375,28807,Hayır
28,16842,348,35369,Hayır
47,13136,448,27094,Hayır
48,5497,533,18384,Hayır
41,3974,380,36137,Hayır
26,11058,610,43682,Hayır
20,11245,748,37427,Hayır
68,7410,315,39282,Hayır
48,4534,705,28669,Hayır
57,16250,642,24418,Hayır
54,5217,447,15057,Hayır
53,15214,683,12545,Hayır
41,16176,732,2636,Evet
48,3555,627,2663,Hayır
23,18659,660,23983,Hayır
19,5089,800,20672,Hayır
37,16743,521,34502,Hayır
45,9578,675,49288,Hayır
28,4172,420,19440,Hayır
21,18536,459,47050,Hayır
32,19988,766,43206,Hayır
23,9724,568,49201,Hayır
66,12259,469,27842,Hayır
47,3826,474,28649,Hayır
55,19754,496,37870,Hayır
68,13739,518,45892,Hayır
19,7322,743,17176,Hayır
32,7811,744,6816,Hayır
28,3691,549,16173,Hayır
25,8674,836,651,Evet
43,12836,679,38665,Hayır
68,5390,326,2415,Hayır
62,12473,486,5603,Hayır
61,11862,839,12030,Hayır
22,2036,461,49599,Hayır
23,13608,384,44505,Hayır
43,4339,346,26232,Hayır
21,16425,816,14941,Hayır
36,3371,619,15917,Hayır
37,2676,572,31762,Hayır
50,7072,356,39393,Hayır
37,2252,612,14719,Hayır
66,4864,643,6555,Hayır
29,12208,701,4085,Evet
64,19144,797,47848,Hayır
18,8301,597,24895,Hayır
43,2392,384,30543,Hayır
31,13283,588,45232,Hayır
55,13734,467,19032,Hayır
54,2996,464,2020,Hayır
28,9148,787,10554,Hayır
53,19484,839,1895,Evet
30,12891,406,48619,Hayır
60,16920,729,18972,Hayır
20,16542,390,47846,Hayır
50,16414,552,44674,Hayır
23,7316,832,46337,Hayır
67,13288,730,9958,Hayır
27,14759,606,1339,Evet
22,11471,712,40756,Hayır
40,6008,315,278,Hayır
27,9373,623,19763,Hayır
61,17342,644,28522,Hayır
19,17427,446,31733,Hayır
30,5286,841,9107,Hayır
57,12873,327,9505,Hayır
19,6517,366,12447,Hayır
37,18922,808,15824,Hayır
18,15994,734,35052,Hayır
54,8605,625,18081,Hayır
26,13718,300,23925,Hayır
34,17341,515,34719,Hayır
26,4348,815,24061,Hayır
28,18145,571,38344,Hayır
32,18120,669,43896,Hayır
41,18362,836,24264,Hayır
55,5091,692,46761,Hayır
52,17836,498,9499,Hayır
47,9097,352,14964,Hayır
48,7081,814,8350,Hayır
66,6901,814,33415,Hayır
22,4304,626,14167,Hayır
61,12692,322,23265,Hayır
67,4485,762,38257,Hayır
31,15464,514,32098,Hayır
28,2648,341,6839,Hayır
26,12461,432,27805,Hayır
51,16012,340,37475,Hayır
29,8279,668,48852,Hayır
52,11743,736,30661,Hayır
52,4632,776,40623,Hayır
18,3268,638,911,Evet
57,3773,681,16141,Hayır
39,13281,707,35531,Hayır
46,9020,839,26144,Hayır
25,5627,636,20725,Hayır
28,19550,308,16813,Hayır
58,4548,744,28799,Hayır
54,3550,736,30841,Hayır
31,7502,364,48237,Hayır
47,8422,753,34336,Hayır
52,7846,570,21669,Hayır
38,9125,561,8253,Hayır
54,13846,672,1784,Evet
22,10812,794,40603,Hayır
36,7407,673,26516,Hayır
31,6767,785,30047,Hayır
43,10362,413,34894,Hayır
21,12971,521,3897,Hayır
42,11608,647,28696,Hayır
62,16520,322,23267,Hayır
59,17791,771,21846,Hayır
42,2938,326,2044,Hayır
35,15672,805,31201,Hayır
57,12223,314,715,Hayır
25,5177,713,19957,Hayır
56,17684,689,42502,Hayır
57,7100,330,42745,Hayır
31,5796,323,19103,Hayır
49,11923,368,26647,Hayır
68,19656,393,18710,Hayır
55,15628,549,26849,Hayır
50,8407,750,1924,Evet
40,9430,701,7903,Hayır
32,13679,385,44172,Hayır
50,11449,798,30751,Hayır
42,5905,327,32685,Hayır
34,8046,329,7370,Hayır
50,8080,301,15855,Hayır
64,12490,756,41789,Hayır
19,8684,748,11729,Hayır
31,4104,804,1106,Evet
57,11376,361,32337,Hayır
57,2436,327,20350,Hayır
68,17113,587,17399,Hayır
56,15118,485,14437,Hayır
68,15128,424,33384,Hayır
23,16692,450,30024,Hayır
23,9008,747,46079,Hayır
20,15569,769,20782,Hayır
24,10826,318,7012,Hayır
68,4675,307,2170,Hayır
25,4340,767,21384,Hayır
59,5816,554,44885,Hayır
69,4281,619,16672,Hayır
32,7822,504,33275,Hayır
64,18037,478,31130,Hayır
46,10996,818,47725,Hayır
50,16324,808,34592,Hayır
69,13473,479,39520,Hayır
47,10097,371,2391,Hayır
56,18939,558,37824,Hayır
44,10067,444,9672,Hayır
53,7341,794,20566,Hayır
46,17158,372,9607,Hayır
55,17627,670,43455,Hayır
50,8029,369,29596,Hayır
54,16341,435,8721,Hayır
44,4094,475,23969,Hayır
50,12819,383,16583,Hayır
21,5520,581,6712,Hayır
39,18442,357,37129,Hayır
19,7110,673,49698,Hayır
27,15502,741,32591,Hayır
22,10456,305,27735,Hayır
27,3707,813,23946,Hayır
50,15869,834,41348,Hayır
55,13479,818,279,Evet
30,4484,745,42692,Hayır
48,12715,329,36595,Hayır
64,19321,812,18589,Hayır
53,2877,504,47220,Hayır
62,12896,556,44234,Hayır
41,10738,705,29605,Hayır
69,4462,542,24174,Hayır
32,6493,308,37542,Hayır
46,13770,849,39746,Hayır
25,8135,321,14951,Hayır
22,13823,557,48844,Hayır
46,18049,428,22925,Hayır
64,19811,309,42073,Hayır
21,8287,477,30010,Hayır
29,18277,730,40265,Hayır
62,15842,401,11926,Hayır
19,14161,487,49034,Hayır
44,16403,834,35139,Hayır
48,8958,431,19870,Hayır
68,3823,454,17441,Hayır
68,12468,612,34637,Hayır
53,13135,623,46168,Hayır
53,2500,621,46552,Hayır
43,9939,809,18625,Hayır
60,15277,612,17745,Hayır
44,15789,342,13137,Hayır
22,19696,725,27497,Hayır
37,6736,823,45526,Hayır
28,2608,390,12225,Hayır
27,13235,737,30976,Hayır
57,15887,385,37501,Hayır
55,5294,762,29431,Hayır
23,17173,590,39196,Hayır
25,3531,723,30392,Hayır
40,16275,587,9406,Hayır
64,6216,511,16303,Hayır
43,5706,688,30070,Hayır
63,13266,518,16931,Hayır
60,16776,645,17968,Hayır
29,11846,310,44901,Hayır
43,14719,328,49402,Hayır
30,14348,342,31192,Hayır
57,15558,435,27555,Hayır
35,5818,472,300,Hayır
42,10087,666,34673,Hayır
50,17204,489,36301,Hayır
64,5443,721,40981,Hayır
57,17648,493,23872,Hayır
60,3047,826,39741,Hayır
29,12645,468,35379,Hayır
61,14274,756,36438,Hayır
53,9930,518,8729,Hayır
65,17994,720,46085,Hayır
21,9058,414,5995,Hayır
22,18203,800,20665,Hayır
54,8266,312,8867,Hayır
25,12559,448,34349,Hayır
59,5408,566,39572,Hayır
66,15376,759,1206,Hayır
45,2869,313,13098,Hayır
48,7123,549,6050,Hayır
26,18926,719,30989,Hayır
68,4203,696,11032,Hayır
46,19135,576,5584,Hayır
31,4111,652,43246,Hayır
57,9276,407,11494,Hayır
58,18930,491,43849,Hayır
39,16586,380,19013,Hayır
28,3571,748,692,Evet
40,8584,734,25227,Hayır
18,11949,496,30520,Hayır
63,6774,631,48612,Hayır
54,14561,324,42715,Hayır
38,2059,439,9891,Hayır
43,16102,310,10816,Hayır
63,19722,603,35774,Hayır
53,9001,636,40222,Hayır
40,9948,686,41173,Hayır
18,17626,476,5793,Hayır
68,10754,812,31713,Hayır
57,11174,525,563,Evet
32,15046,814,37034,Hayır
38,10101,753,43036,Hayır
64,9879,595,7573,Hayır
26,9800,401,1506,Hayır
26,11549,363,28397,Hayır
27,16198,383,44795,Hayır
69,3962,773,29605,Hayır
43,17136,613,19321,Hayır
58,9246,526,16350,Hayır
52,11380,555,43426,Hayır
69,7965,536,49974,Hayır
42,4678,789,47561,Hayır
43,15368,585,7595,Hayır
28,13199,836,3589,Evet
55,7307,309,32530,Hayır
19,5143,664,47371,Hayır
24,4800,612,44523,Hayır
35,18707,582,19287,Hayır
44,3794,551,48441,Hayır
51,12440,712,11806,Hayır
44,4342,654,19630,Hayır
34,13592,448,1270,Hayır
60,12167,468,9855,Hayır
61,3307,714,6609,Hayır
68,17535,446,15123,Hayır
41,16945,791,12776,Hayır
42,16684,593,41937,Hayır
24,3455,303,38812,Hayır
69,12621,377,14323,Hayır
23,7391,403,16880,Hayır
41,4539,347,17688,Hayır
50,5618,715,29130,Hayır
66,4378,563,14819,Hayır
46,14719,476,3595,Hayır
60,3139,608,1031,Hayır
39,5591,415,17342,Hayır
43,6714,744,40770,Hayır
45,12865,745,42976,Hayır
67,6667,758,2108,Hayır
38,10457,696,18279,Hayır
66,17757,712,23370,Hayır
24,10293,802,49875,Hayır
34,17332,831,29917,Hayır
37,4269,590,1179,Hayır
58,19597,389,17267,Hayır
66,13184,670,2783,Hayır
37,11796,530,18895,Hayır
39,17660,662,25220,Hayır
45,16686,471,10173,Hayır
57,7995,599,26243,Hayır
66,2569,433,43907,Hayır
24,3545,596,28735,Hayır
18,2908,790,36237,Hayır
49,6462,766,21760,Hayır
30,6083,790,20510,Hayır
47,5340,450,6781,Hayır
40,8947,337,19339,Hayır
68,9039,468,12423,Hayır
36,9112,330,22205,Hayır
49,13410,699,15842,Hayır
47,9155,379,22502,Hayır
46,8670,368,12736,Hayır
66,6909,481,41293,Hayır
62,10397,519,29369,Hayır
46,17592,491,32230,Hayır
47,19199,425,34399,Hayır
33,18449,830,35556,Hayır
57,14237,617,33515,Hayır
36,4051,558,37083,Hayır
35,2002,714,29757,Hayır
18,16026,620,46755,Hayır
31,2324,484,36192,Hayır
68,8134,311,28128,Hayır
64,18988,387,29698,Hayır
67,5122,397,3859,Hayır
19,17829,707,41407,Hayır
45,13467,692,41826,Hayır
66,2346,367,8100,Hayır
67,15369,658,36157,Hayır
47,14346,617,28685,Hayır
55,15997,378,30969,Hayır
68,12750,644,34762,Hayır
21,13581,419,5503,Hayır
18,5443,565,45940,Hayır
25,2022,309,32193,Hayır
46,12155,543,9466,Hayır
56,15074,624,35958,Hayır
20,13274,615,48380,Hayır
49,8715,767,24390,Hayır
27,8053,769,18970,Hayır
27,2514,514,20548,Hayır
36,5039,773,32167,Hayır
63,7861,825,29405,Hayır
51,8336,554,47399,Hayır
50,5362,617,12776,Hayır
40,5490,555,41497,Hayır
45,7167,826,7368,Hayır
49,5178,471,17330,Hayır
67,19928,674,25221,Hayır
24,13421,759,33724,Hayır
46,8172,579,3032,Hayır
25,11941,813,11242,Hayır
18,14880,660,40299,Hayır
20,10904,723,11209,Hayır
41,10258,818,14524,Hayır
40,7260,792,11298,Hayır
25,15657,803,35430,Hayır
64,6191,759,29676,Hayır
54,13381,727,7202,Hayır
20,18056,802,20274,Hayır
68,3467,408,40123,Hayır
50,8101,766,22002,Hayır
45,9547,751,9538,Hayır
64,4760,429,33412,Hayır
25,8421,771,4667,Hayır
51,14648,344,2491,Hayır
52,3393,694,7964,Hayır
49,5693,771,13300,Hayır
41,14499,550,5874,Hayır
31,19504,500,49323,Hayır
49,7329,422,36089,Hayır
63,19955,818,2273,Hayır
60,15065,328,25167,Hayır
33,17971,782,17589,Hayır
21,16356,622,26080,Hayır
69,19112,556,16823,Hayır
54,13696,671,38567,Hayır
38,18999,729,2965,Evet
31,2370,598,46670,Hayır
48,8767,809,40635,Hayır
65,11139,744,23971,Hayır
35,19503,337,37105,Hayır
24,11647,651,8789,Hayır
27,4422,755,29729,Hayır
24,9590,316,34040,Hayır
50,15455,685,20568,Hayır
40,16341,795,6363,Evet
38,11532,799,8737,Hayır
36,15541,438,31060,Hayır
65,17481,765,6810,Hayır
36,11710,578,33052,Hayır
53,7825,643,30711,Hayır
46,8760,343,30264,Hayır
35,12151,546,26828,Hayır
19,10902,739,35596,Hayır
18,2573,475,19501,Hayır
64,18891,336,45945,Hayır
22,4222,602,49716,Hayır
37,19678,794,1353,Evet
28,2787,357,30062,Hayır
59,6667,364,32717,Hayır
19,13357,681,27152,Hayır
20,14801,623,39553,Hayır
40,8071,539,481,Evet
29,18348,558,38735,Hayır
37,3709,541,32152,Hayır
22,18261,626,39329,Hayır
54,14167,565,48981,Hayır
55,14582,565,25753,Hayır
47,17590,668,4988,Evet
26,3510,613,5433,Hayır
51,13738,543,20028,Hayır
61,16374,592,34281,Hayır
52,5506,630,40512,Hayır
69,5633,377,35912,Hayır
39,19845,593,9365,Hayır
61,8352,807,17786,Hayır
41,4171,616,9310,Hayır
34,15262,749,10640,Hayır
27,10594,402,29630,Hayır
47,10475,328,28865,Hayır
63,10432,620,41615,Hayır
40,6656,663,35254,Hayır
49,12387,548,28087,Hayır
34,10892,553,9130,Hayır
67,4670,396,948,Hayır
68,6360,321,41787,Hayır
34,4548,821,47192,Hayır
31,9046,453,31093,Hayır
26,4206,697,7378,Hayır
57,7179,439,44931,Hayır
19,17676,319,2478,Hayır
62,19994,781,39158,Hayır
42,18848,590,27413,Hayır
56,7475,664,6179,Hayır
26,11681,513,14357,Hayır
39,8965,785,38546,Hayır
60,2798,711,31816,Hayır
63,5355,514,47102,Hayır
21,14549,541,39946,Hayır
43,2859,783,49088,Hayır
46,16334,578,11007,Hayır
62,16318,442,4078,Hayır
51,9688,435,39438,Hayır
40,12337,761,31004,Hayır
54,13023,416,34446,Hayır
28,14870,655,5994,Hayır
23,7022,322,6225,Hayır
35,9584,380,37193,Hayır
38,8402,388,32438,Hayır
59,16852,758,13522,Hayır
53,16274,838,37488,Hayır
58,17970,777,48954,Hayır
55,10342,622,17340,Hayır
51,15792,778,34121,Hayır
34,9425,821,42330,Hayır
54,13412,350,31637,Hayır
42,5021,492,6000,Hayır
55,6237,402,14872,Hayır
29,8394,535,39234,Hayır
40,17293,638,13217,Hayır
59,15194,489,37344,Hayır
39,16979,416,41097,Hayır
38,19144,370,35809,Hayır
44,6451,571,48434,Hayır
48,6627,530,13885,Hayır
23,4739,750,31270,Hayır
44,12209,753,320,Evet
57,8791,395,38727,Hayır
51,8867,802,41037,Hayır
29,11108,595,27851,Hayır
62,5943,569,1869,Hayır
24,17523,726,24116,Hayır
27,5460,760,12714,Hayır
62,3492,359,41085,Hayır
34,5621,311,21768,Hayır
43,10918,357,2945,Hayır
38,15842,629,46478,Hayır
45,15053,695,9608,Hayır
63,11131,655,28298,Hayır
19,18471,775,41108,Hayır
60,18946,755,18496,Hayır
18,3268,831,26515,Hayır
68,11682,834,33267,Hayır
53,7561,742,5967,Hayır
68,13271,654,29234,Hayır
43,6654,844,30332,Hayır
46,9512,670,1927,Evet
38,4800,345,40494,Hayır
28,11449,334,43790,Hayır
57,14764,321,3313,Hayır
28,12611,333,21906,Hayır
53,3143,335,38039,Hayır
66,8703,400,6924,Hayır
56,13357,785,30317,Hayır
57,12806,453,20221,Hayır
52,19131,340,12587,Hayır
51,9094,821,30086,Hayır
64,18158,656,40518,Hayır
41,18219,690,7907,Hayır
39,15763,341,44847,Hayır
22,5488,438,4187,Hayır
50,14217,764,16142,Hayır
53,11337,371,22114,Hayır
64,4104,409,7563,Hayır
37,7119,371,14875,Hayır
36,15510,345,34270,Hayır
52,3808,688,30265,Hayır
69,2409,411,8734,Hayır
60,2645,569,29515,Hayır
34,19935,333,10576,Hayır
62,15926,516,9603,Hayır
60,3113,765,13113,Hayır
51,18445,739,43872,Hayır
26,6592,703,38631,Hayır
43,16391,568,22742,Hayır
19,17829,425,3917,Hayır
26,11604,533,49226,Hayır
26,11925,798,14293,Hayır
57,5630,500,14463,Hayır
34,5869,522,49257,Hayır
18,7200,344,44872,Hayır
42,12683,753,28003,Hayır
60,4039,557,40853,Hayır
57,15079,439,30768,Hayır
59,3307,619,49118,Hayır
42,8634,342,20843,Hayır
56,3724,350,9747,Hayır
52,6690,666,34120,Hayır
20,4455,696,21863,Hayır
67,16662,528,3667,Hayır
54,19325,709,49875,Hayır
61,9092,524,49788,Hayır
61,9688,705,11555,Hayır
68,12005,614,4394,Hayır
47,5061,502,29922,Hayır
55,12586,602,40616,Hayır
51,11476,330,16714,Hayır
29,5763,653,23419,Hayır
36,14441,712,12591,Hayır
54,4888,340,5061,Hayır
61,11914,508,49364,Hayır
66,6006,573,36424,Hayır
34,19470,395,27249,Hayır
27,8499,309,31315,Hayır
66,3304,671,11225,Hayır
64,13304,548,5005,Hayır
29,19398,328,42391,Hayır
33,14564,319,1346,Hayır
41,13997,628,4955,Hayır
36,11318,751,24550,Hayır
25,12314,442,38600,Hayır
48,10664,479,48478,Hayır
38,7120,514,31843,Hayır
34,18799,661,27037,Hayır
40,15985,635,28658,Hayır
54,6112,428,22039,Hayır
33,19917,702,421,Evet
23,3462,709,40022,Hayır
25,16190,614,20385,Hayır
42,3865,815,11445,Hayır
35,6009,519,236,Evet
42,13322,796,42811,Hayır
29,16538,487,33095,Hayır
32,9710,590,21210,Hayır
43,5177,663,39386,Hayır
58,5197,723,26352,Hayır
62,4461,454,44296,Hayır
43,15986,474,48628,Hayır
64,5581,609,19450,Hayır
49,10692,561,25477,Hayır
27,9994,460,18561,Hayır
33,2120,803,43144,Hayır
24,3775,485,44080,Hayır
34,2606,792,15306,Hayır
40,9375,337,16256,Hayır
43,2819,843,354,Evet
38,13456,358,8969,Hayır
39,2783,473,10420,Hayır
24,9560,604,11794,Hayır
31,2391,646,46666,Hayır
32,3132,368,43098,Hayır
24,12709,789,46172,Hayır
26,6445,789,4846,Hayır
68,15062,453,32844,Hayır
65,16033,801,26247,Hayır
25,12388,535,10642,Hayır
67,16591,519,21887,Hayır
40,7318,493,30368,Hayır
46,19060,558,16759,Hayır
35,8251,794,20712,Hayır
48,18978,783,1510,Evet
47,13343,448,30487,Hayır
69,5324,729,47712,Hayır
56,4934,664,25392,Hayır
52,7033,466,11586,Hayır
35,8763,849,26754,Hayır
59,8086,327,5812,Hayır
56,6333,752,14976,Hayır
34,13177,361,252,Hayır
31,19223,808,47206,Hayır
48,6687,467,7650,Hayır
41,4887,530,18288,Hayır
52,5043,334,36321,Hayır
61,19789,512,11570,Hayır
62,8115,580,48367,Hayır
51,18389,810,45438,Hayır
20,10411,778,9630,Hayır
54,10203,570,14747,Hayır
60,4842,478,35299,Hayır
57,7504,440,10255,Hayır
43,10649,395,46675,Hayır
40,17675,650,46728,Hayır
61,9283,324,5151,Hayır
56,16149,450,5620,Hayır
32,3973,380,5696,Hayır
66,16833,791,24928,Hayır
21,9574,778,43620,Hayır
46,10143,606,240,Evet
39,5828,672,20829,Hayır
42,17770,437,36344,Hayır
30,6737,755,8081,Hayır
35,18623,738,38123,Hayır
50,4952,677,32411,Hayır
33,13630,580,5582,Hayır
62,19239,485,38946,Hayır
59,5238,363,17869,Hayır
61,2553,618,32252,Hayır
19,13005,831,18241,Hayır
52,12077,843,39937,Hayır
59,15612,351,35817,Hayır
51,13137,554,26223,Hayır
47,10386,337,40586,Hayır
30,9338,451,30139,Hayır
30,13879,782,19900,Hayır
35,11617,499,42322,Hayır
49,17398,563,6909,Hayır
49,4693,433,8128,Hayır
52,3971,470,11803,Hayır
56,16542,798,2586,Evet
63,10691,760,44171,Hayır
69,15454,710,28640,Hayır
46,5773,305,10918,Hayır
66,9909,443,5840,Hayır
46,4866,740,33330,Hayır
61,19070,361,12982,Hayır
33,4067,748,22573,Hayır
61,18831,445,3961,Hayır
64,11958,550,8946,Hayır
27,11316,412,11101,Hayır
47,18677,721,36953,Hayır
42,4546,796,42911,Hayır
56,10267,301,15622,Hayır
37,9044,580,33450,Hayır
22,5775,750,25408,Hayır
18,13388,549,22932,Hayır
47,12266,744,49369,Hayır
66,16821,308,34461,Hayır
20,5534,713,1272,Evet
62,4053,789,26137,Hayır
31,9112,704,46434,Hayır
47,11929,600,22844,Hayır
67,12122,439,36147,Hayır
21,8832,423,47032,Hayır
35,10561,601,47005,Hayır
54,5739,646,8229,Hayır
42,2339,359,3686,Hayır
65,4862,609,36259,Hayır
18,18997,554,20938,Hayır
63,19487,358,21297,Hayır
32,10984,847,9677,Hayır
26,10258,357,25099,Hayır
32,14502,406,16669,Hayır
66,6511,690,1998,Hayır
41,9312,606,38581,Hayır
21,14839,825,18085,Hayır
29,2570,707,1516,Hayır
54,10731,557,26328,Hayır
54,7356,419,43074,Hayır
60,18500,672,42198,Hayır
23,12390,590,16429,Hayır
56,9224,453,36529,Hayır
63,5051,651,33993,Hayır
41,16065,442,43801,Hayır
28,12559,662,30270,Hayır
30,10433,437,26080,Hayır
51,10656,807,23580,Hayır
42,12442,582,45494,Hayır
24,15756,540,47808,Hayır
69,9807,709,11731,Hayır
21,9302,445,14919,Hayır
25,6881,748,25191,Hayır
37,12097,650,3675,Hayır
46,5809,618,9822,Hayır
68,10763,486,14463,Hayır
62,16740,686,33469,Hayır
63,5641,618,26190,Hayır
27,2656,313,42111,Hayır
60,17609,478,9035,Hayır
51,6110,382,41011,Hayır
43,13214,412,38212,Hayır
58,9207,393,46068,Hayır
66,17869,530,7936,Hayır
20,2306,751,226,Evet
23,10896,794,12866,Hayır
22,10869,675,44100,Hayır
22,13104,399,31884,Hayır
64,14185,617,7236,Hayır
40,10402,766,22823,Hayır
66,3396,845,43460,Hayır
26,5460,578,8429,Hayır
52,6353,793,18661,Hayır
37,14621,734,26125,Hayır
66,12472,405,19983,Hayır
59,9676,483,26688,Hayır
52,6544,796,8457,Hayır
67,5148,499,6000,Hayır
35,14272,692,46737,Hayır
34,2827,675,39272,Hayır
41,4655,313,20446,Hayır
20,12337,362,23227,Hayır
49,14749,531,44235,Hayır
52,10691,748,1807,Evet
55,12870,834,2239,Evet
30,11253,715,18875,Hayır
64,9525,679,5972,Hayır
42,15553,534,17466,Hayır
26,5496,833,39152,Hayır
